word,frequency,zipf_frequency
universities,0.0002454708915685,5.39
university,0.0002454708915685,5.39
winning,0.0002454708915685,5.39
won,0.0002454708915685,5.39
wins,0.0002454708915685,5.39
win,0.0002454708915685,5.39
wrong,0.0002454708915685,5.39
wronged,0.0002454708915685,5.39
wronging,0.0002454708915685,5.39
wrongs,0.0002454708915685,5.39
along,0.0002398832919019,5.38
anyone,0.0002398832919019,5.38
else,0.0002398832919019,5.38
girl,0.0002398832919019,5.38
girls,0.0002398832919019,5.38
john,0.0002398832919019,5.38
mattered,0.0002398832919019,5.38
matters,0.0002398832919019,5.38
mattering,0.0002398832919019,5.38
matter,0.0002398832919019,5.38
pretty,0.0002398832919019,5.38
prettier,0.0002398832919019,5.38
prettiest,0.0002398832919019,5.38
remembers,0.0002398832919019,5.38
remembering,0.0002398832919019,5.38
remembered,0.0002398832919019,5.38
remember,0.0002398832919019,5.38
airs,0.0002344228815319,5.37
air,0.0002344228815319,5.37
airing,0.0002344228815319,5.37
aired,0.0002344228815319,5.37
bites,0.0002344228815319,5.37
bite,0.0002344228815319,5.37
bit,0.0002344228815319,5.37
bits,0.0002344228815319,5.37
bitten,0.0002344228815319,5.37
biting,0.0002344228815319,5.37
hits,0.0002344228815319,5.37
hitting,0.0002344228815319,5.37
hit,0.0002344228815319,5.37
nicest,0.0002344228815319,5.37
nicer,0.0002344228815319,5.37
nice,0.0002344228815319,5.37
probably,0.0002344228815319,5.37
sayings,0.0002344228815319,5.37
understand,0.0002344228815319,5.37
understanding,0.0002344228815319,5.37
understood,0.0002344228815319,5.37
understands,0.0002344228815319,5.37
yeah,0.0002344228815319,5.37
york,0.0002344228815319,5.37
class,0.0002290867652767,5.36
classes,0.0002290867652767,5.36
classing,0.0002290867652767,5.36
classed,0.0002290867652767,5.36
close,0.0002290867652767,5.36
closer,0.0002290867652767,5.36
closes,0.0002290867652767,5.36
closing,0.0002290867652767,5.36
closest,0.0002290867652767,5.36
closed,0.0002290867652767,5.36
comites,0.0002290867652767,5.36
i'd,0.0002290867652767,5.36
idea,0.0002290867652767,5.36
ideas,0.0002290867652767,5.36
internationals,0.0002290867652767,5.36
international,0.0002290867652767,5.36
past,0.0002290867652767,5.36
pasts,0.0002290867652767,5.36
possibles,0.0002290867652767,5.36
possible,0.0002290867652767,5.36
b,0.0002238721138568,5.35
causes,0.0002238721138568,5.35
caused,0.0002238721138568,5.35
cause,0.0002238721138568,5.35
causing,0.0002238721138568,5.35
due,0.0002238721138568,5.35
happy,0.0002238721138568,5.35
happier,0.0002238721138568,5.35
happiest,0.0002238721138568,5.35
human,0.0002238721138568,5.35
humans,0.0002238721138568,5.35
member,0.0002238721138568,5.35
members,0.0002238721138568,5.35
months,0.0002238721138568,5.35
month,0.0002238721138568,5.35
moved,0.0002238721138568,5.35
moves,0.0002238721138568,5.35
moving,0.0002238721138568,5.35
move,0.0002238721138568,5.35
question,0.0002238721138568,5.35
questions,0.0002238721138568,5.35
questioned,0.0002238721138568,5.35
questioning,0.0002238721138568,5.35
r,0.0002238721138568,5.35
series,0.0002238721138568,5.35
waited,0.0002238721138568,5.35
waits,0.0002238721138568,5.35
waiting,0.0002238721138568,5.35
wait,0.0002238721138568,5.35
00.0,0.0002187761623949,5.34
ask,0.0002187761623949,5.34
asks,0.0002187761623949,5.34
asking,0.0002187761623949,5.34
asked,0.0002187761623949,5.34
communities,0.0002187761623949,5.34
community,0.0002187761623949,5.34
datum,0.0002187761623949,5.34
data,0.0002187761623949,5.34
datums,0.0002187761623949,5.34
north,0.0002187761623949,5.34
sawing,0.0002187761623949,5.34
saws,0.0002187761623949,5.34
sawed,0.0002187761623949,5.34
sawn,0.0002187761623949,5.34
specials,0.0002187761623949,5.34
special,0.0002187761623949,5.34
watched,0.0002187761623949,5.34
watching,0.0002187761623949,5.34
watch,0.0002187761623949,5.34
watches,0.0002187761623949,5.34
won't,0.0002187761623949,5.34
c,0.0002137962089502,5.33
either,0.0002137962089502,5.33
fucking,0.0002137962089502,5.33
futures,0.0002137962089502,5.33
future,0.0002137962089502,5.33
lighting,0.0002137962089502,5.33
lit,0.0002137962089502,5.33
lights,0.0002137962089502,5.33
lighted,0.0002137962089502,5.33
lighter,0.0002137962089502,5.33
lightest,0.0002137962089502,5.33
light,0.0002137962089502,5.33
lowed,0.0002137962089502,5.33
lower,0.0002137962089502,5.33
low,0.0002137962089502,5.33
lowest,0.0002137962089502,5.33
lowing,0.0002137962089502,5.33
lows,0.0002137962089502,5.33
millions,0.0002137962089502,5.33
million,0.0002137962089502,5.33
mornings,0.0002137962089502,5.33
morning,0.0002137962089502,5.33
police,0.0002137962089502,5.33
policed,0.0002137962089502,5.33
policing,0.0002137962089502,5.33
polices,0.0002137962089502,5.33
shorting,0.0002137962089502,5.33
shorted,0.0002137962089502,5.33
shorter,0.0002137962089502,5.33
shorts,0.0002137962089502,5.33
shortest,0.0002137962089502,5.33
short,0.0002137962089502,5.33
staves,0.0002137962089502,5.33
staying,0.0002137962089502,5.33
stay,0.0002137962089502,5.33
staid,0.0002137962089502,5.33
stays,0.0002137962089502,5.33
stayed,0.0002137962089502,5.33
ages,0.0002089296130854,5.32
aging,0.0002089296130854,5.32
age,0.0002089296130854,5.32
aged,0.0002089296130854,5.32
ageing,0.0002089296130854,5.32
bought,0.0002089296130854,5.32
buy,0.0002089296130854,5.32
buys,0.0002089296130854,5.32
buying,0.0002089296130854,5.32
dealt,0.0002089296130854,5.32
dealing,0.0002089296130854,5.32
deal,0.0002089296130854,5.32
deals,0.0002089296130854,5.32
rather,0.0002089296130854,5.32
reason,0.0002089296130854,5.32
reasoning,0.0002089296130854,5.32
reasoned,0.0002089296130854,5.32
reasons,0.0002089296130854,5.32
reddest,0.0002089296130854,5.32
redder,0.0002089296130854,5.32
reds,0.0002089296130854,5.32
red,0.0002089296130854,5.32
reporting,0.0002089296130854,5.32
report,0.0002089296130854,5.32
reports,0.0002089296130854,5.32
reported,0.0002089296130854,5.32
soon,0.0002089296130854,5.32
sooner,0.0002089296130854,5.32
soonest,0.0002089296130854,5.32
thirding,0.0002089296130854,5.32
third,0.0002089296130854,5.32
thirds,0.0002089296130854,5.32
thirded,0.0002089296130854,5.32
turning,0.0002089296130854,5.32
turned,0.0002089296130854,5.32
turns,0.0002089296130854,5.32
turn,0.0002089296130854,5.32
whether,0.0002089296130854,5.32
among,0.0002041737944669,5.31
checked,0.0002041737944669,5.31
checks,0.0002041737944669,5.31
checking,0.0002041737944669,5.31
check,0.0002041737944669,5.31
developments,0.0002041737944669,5.31
development,0.0002041737944669,5.31
formed,0.0002041737944669,5.31
forms,0.0002041737944669,5.31
forming,0.0002041737944669,5.31
form,0.0002041737944669,5.31
furthered,0.0002041737944669,5.31
furthers,0.0002041737944669,5.31
furthering,0.0002041737944669,5.31
heart,0.0002041737944669,5.31
hearts,0.0002041737944669,5.31
minuting,0.0002041737944669,5.31
minuted,0.0002041737944669,5.31
minutes,0.0002041737944669,5.31
minuter,0.0002041737944669,5.31
minute,0.0002041737944669,5.31
minutest,0.0002041737944669,5.31
myself,0.0002041737944669,5.31
u.s,0.0002041737944669,5.31
yourself,0.0002041737944669,5.31
act,0.0001995262314968,5.3
acting,0.0001995262314968,5.3
acts,0.0001995262314968,5.3
acted,0.0001995262314968,5.3
although,0.0001995262314968,5.3
firing,0.0001995262314968,5.3
fired,0.0001995262314968,5.3
fires,0.0001995262314968,5.3
fire,0.0001995262314968,5.3
fun,0.0001995262314968,5.3
livings,0.0001995262314968,5.3
major,0.0001995262314968,5.3
majoring,0.0001995262314968,5.3
majors,0.0001995262314968,5.3
majored,0.0001995262314968,5.3
medium,0.0001995262314968,5.3
mediums,0.0001995262314968,5.3
media,0.0001995262314968,5.3
phones,0.0001995262314968,5.3
phoning,0.0001995262314968,5.3
phone,0.0001995262314968,5.3
phoned,0.0001995262314968,5.3
players,0.0001995262314968,5.3
player,0.0001995262314968,5.3
arts,0.0001949844599758,5.29
art,0.0001949844599758,5.29
behinds,0.0001949844599758,5.29
behind,0.0001949844599758,5.29
builds,0.0001949844599758,5.29
buildings,0.0001949844599758,5.29
building,0.0001949844599758,5.29
build,0.0001949844599758,5.29
built,0.0001949844599758,5.29
easier,0.0001949844599758,5.29
easiest,0.0001949844599758,5.29
easy,0.0001949844599758,5.29
gonna,0.0001949844599758,5.29
market,0.0001949844599758,5.29
marketing,0.0001949844599758,5.29
markets,0.0001949844599758,5.29
marketed,0.0001949844599758,5.29
nears,0.0001949844599758,5.29
nearest,0.0001949844599758,5.29
near,0.0001949844599758,5.29
neared,0.0001949844599758,5.29
nearer,0.0001949844599758,5.29
nearing,0.0001949844599758,5.29
non,0.0001949844599758,5.29
planned,0.0001949844599758,5.29
plans,0.0001949844599758,5.29
plan,0.0001949844599758,5.29
planning,0.0001949844599758,5.29
political,0.0001949844599758,5.29
quite,0.0001949844599758,5.29
six,0.0001949844599758,5.29
west,0.0001949844599758,5.29
0.00,0.0001905460717963,5.28
accords,0.0001905460717963,5.28
accorded,0.0001905460717963,5.28
accord,0.0001905460717963,5.28
according,0.0001905460717963,5.28
available,0.0001905460717963,5.28
e,0.0001905460717963,5.28
educations,0.0001905460717963,5.28
education,0.0001905460717963,5.28
final,0.0001905460717963,5.28
finals,0.0001905460717963,5.28
former,0.0001905460717963,5.28
formers,0.0001905460717963,5.28
fronting,0.0001905460717963,5.28
front,0.0001905460717963,5.28
fronted,0.0001905460717963,5.28
fronts,0.0001905460717963,5.28
kids,0.0001905460717963,5.28
kid,0.0001905460717963,5.28
kidded,0.0001905460717963,5.28
kidding,0.0001905460717963,5.28
listed,0.0001905460717963,5.28
listing,0.0001905460717963,5.28
list,0.0001905460717963,5.28
lists,0.0001905460717963,5.28
readied,0.0001905460717963,5.28
readier,0.0001905460717963,5.28
readies,0.0001905460717963,5.28
readiest,0.0001905460717963,5.28
readying,0.0001905460717963,5.28
ready,0.0001905460717963,5.28
sometimes,0.0001905460717963,5.28
sons,0.0001905460717963,5.28
son,0.0001905460717963,5.28
street,0.0001905460717963,5.28
streets,0.0001905460717963,5.28
wasn't,0.0001905460717963,5.28
bringing,0.0001862087136662,5.27
brought,0.0001862087136662,5.27
bring,0.0001862087136662,5.27
brings,0.0001862087136662,5.27
college,0.0001862087136662,5.27
colleges,0.0001862087136662,5.27
currents,0.0001862087136662,5.27
current,0.0001862087136662,5.27
examples,0.0001862087136662,5.27
example,0.0001862087136662,5.27
experience,0.0001862087136662,5.27
experiencing,0.0001862087136662,5.27
experiences,0.0001862087136662,5.27
experienced,0.0001862087136662,5.27
hear,0.0001862087136662,5.27
heard,0.0001862087136662,5.27
hearing,0.0001862087136662,5.27
hears,0.0001862087136662,5.27
london,0.0001862087136662,5.27
meeting,0.0001862087136662,5.27
meet,0.0001862087136662,5.27
met,0.0001862087136662,5.27
meets,0.0001862087136662,5.27
program,0.0001862087136662,5.27
programing,0.0001862087136662,5.27
programs,0.0001862087136662,5.27
programed,0.0001862087136662,5.27
types,0.0001862087136662,5.27
typed,0.0001862087136662,5.27
typing,0.0001862087136662,5.27
type,0.0001862087136662,5.27
babies,0.0001819700858609,5.26
babying,0.0001819700858609,5.26
babied,0.0001819700858609,5.26
baby,0.0001819700858609,5.26
chanced,0.0001819700858609,5.26
chancing,0.0001819700858609,5.26
chance,0.0001819700858609,5.26
chances,0.0001819700858609,5.26
fathers,0.0001819700858609,5.26
fathered,0.0001819700858609,5.26
father,0.0001819700858609,5.26
fathering,0.0001819700858609,5.26
marches,0.0001819700858609,5.26
marched,0.0001819700858609,5.26
marching,0.0001819700858609,5.26
march,0.0001819700858609,5.26
process,0.0001819700858609,5.26
processed,0.0001819700858609,5.26
processes,0.0001819700858609,5.26
processing,0.0001819700858609,5.26
she's,0.0001819700858609,5.26
song,0.0001819700858609,5.26
songs,0.0001819700858609,5.26
studying,0.0001819700858609,5.26
study,0.0001819700858609,5.26
studied,0.0001819700858609,5.26
studies,0.0001819700858609,5.26
worded,0.0001819700858609,5.26
wording,0.0001819700858609,5.26
word,0.0001819700858609,5.26
words,0.0001819700858609,5.26
across,0.0001778279410038,5.25
action,0.0001778279410038,5.25
actions,0.0001778279410038,5.25
actioning,0.0001778279410038,5.25
actioned,0.0001778279410038,5.25
clearing,0.0001778279410038,5.25
clear,0.0001778279410038,5.25
clears,0.0001778279410038,5.25
clearer,0.0001778279410038,5.25
cleared,0.0001778279410038,5.25
clearest,0.0001778279410038,5.25
himself,0.0001778279410038,5.25
outside,0.0001778279410038,5.25
outsides,0.0001778279410038,5.25
selves,0.0001778279410038,5.25
selfed,0.0001778279410038,5.25
selfing,0.0001778279410038,5.25
self,0.0001778279410038,5.25
selfs,0.0001778279410038,5.25
student,0.0001778279410038,5.25
students,0.0001778279410038,5.25
boarded,0.0001737800828749,5.24
board,0.0001737800828749,5.24
boards,0.0001737800828749,5.24
boarding,0.0001737800828749,5.24
cost,0.0001737800828749,5.24
costing,0.0001737800828749,5.24
costs,0.0001737800828749,5.24
costed,0.0001737800828749,5.24
cutting,0.0001737800828749,5.24
cuts,0.0001737800828749,5.24
cut,0.0001737800828749,5.24
dr,0.0001737800828749,5.24
fielding,0.0001737800828749,5.24
field,0.0001737800828749,5.24
fielded,0.0001737800828749,5.24
fields,0.0001737800828749,5.24
held,0.0001737800828749,5.24
hold,0.0001737800828749,5.24
holding,0.0001737800828749,5.24
holds,0.0001737800828749,5.24
instead,0.0001737800828749,5.24
mains,0.0001737800828749,5.24
main,0.0001737800828749,5.24
moments,0.0001737800828749,5.24
moment,0.0001737800828749,5.24
mothering,0.0001737800828749,5.24
mother,0.0001737800828749,5.24
mothered,0.0001737800828749,5.24
mothers,0.0001737800828749,5.24
road,0.0001737800828749,5.24
roads,0.0001737800828749,5.24
seeming,0.0001737800828749,5.24
seems,0.0001737800828749,5.24
seemed,0.0001737800828749,5.24
seem,0.0001737800828749,5.24
towns,0.0001737800828749,5.24
town,0.0001737800828749,5.24
de,0.0001698243652461,5.23
departments,0.0001698243652461,5.23
department,0.0001698243652461,5.23
energy,0.0001698243652461,5.23
energies,0.0001698243652461,5.23
fought,0.0001698243652461,5.23
fighting,0.0001698243652461,5.23
fight,0.0001698243652461,5.23
fights,0.0001698243652461,5.23
fine,0.0001698243652461,5.23
finest,0.0001698243652461,5.23
fining,0.0001698243652461,5.23
fined,0.0001698243652461,5.23
finer,0.0001698243652461,5.23
fines,0.0001698243652461,5.23
force,0.0001698243652461,5.23
forced,0.0001698243652461,5.23
forcing,0.0001698243652461,5.23
forces,0.0001698243652461,5.23
issues,0.0001698243652461,5.23
issued,0.0001698243652461,5.23
issue,0.0001698243652461,5.23
issuing,0.0001698243652461,5.23
prices,0.0001698243652461,5.23
price,0.0001698243652461,5.23
priced,0.0001698243652461,5.23
pricing,0.0001698243652461,5.23
re,0.0001698243652461,5.23
resting,0.0001698243652461,5.23
rested,0.0001698243652461,5.23
rest,0.0001698243652461,5.23
rests,0.0001698243652461,5.23
results,0.0001698243652461,5.23
resulting,0.0001698243652461,5.23
result,0.0001698243652461,5.23
resulted,0.0001698243652461,5.23
runnings,0.0001698243652461,5.23
space,0.0001698243652461,5.23
spaced,0.0001698243652461,5.23
spacing,0.0001698243652461,5.23
spaces,0.0001698243652461,5.23
summered,0.0001698243652461,5.23
summer,0.0001698243652461,5.23
summering,0.0001698243652461,5.23
summers,0.0001698243652461,5.23
terms,0.0001698243652461,5.23
term,0.0001698243652461,5.23
terming,0.0001698243652461,5.23
termed,0.0001698243652461,5.23
wife,0.0001698243652461,5.23
wives,0.0001698243652461,5.23
0,0.0001659586907437,5.22
america,0.0001659586907437,5.22
beautiful,0.0001659586907437,5.22
date,0.0001659586907437,5.22
dates,0.0001659586907437,5.22
dated,0.0001659586907437,5.22
dating,0.0001659586907437,5.22
kill,0.0001659586907437,5.22
killed,0.0001659586907437,5.22
kills,0.0001659586907437,5.22
killing,0.0001659586907437,5.22
landing,0.0001659586907437,5.22
land,0.0001659586907437,5.22
landed,0.0001659586907437,5.22
lands,0.0001659586907437,5.22
missed,0.0001659586907437,5.22
misses,0.0001659586907437,5.22
miss,0.0001659586907437,5.22
missing,0.0001659586907437,5.22
projects,0.0001659586907437,5.22
project,0.0001659586907437,5.22
projected,0.0001659586907437,5.22
projecting,0.0001659586907437,5.22
sexed,0.0001659586907437,5.22
sex,0.0001659586907437,5.22
sexes,0.0001659586907437,5.22
sexing,0.0001659586907437,5.22
shot,0.0001659586907437,5.22
shoots,0.0001659586907437,5.22
shooting,0.0001659586907437,5.22
shoot,0.0001659586907437,5.22
shots,0.0001659586907437,5.22
site,0.0001659586907437,5.22
siting,0.0001659586907437,5.22
sited,0.0001659586907437,5.22
sites,0.0001659586907437,5.22
stronger,0.0001659586907437,5.22
strong,0.0001659586907437,5.22
strongest,0.0001659586907437,5.22
you'll,0.0001659586907437,5.22
accounting,0.0001621810097358,5.21
accounts,0.0001621810097358,5.21
account,0.0001621810097358,5.21
accounted,0.0001621810097358,5.21
co,0.0001621810097358,5.21
especially,0.0001621810097358,5.21
eyeing,0.0001621810097358,5.21
eyed,0.0001621810097358,5.21
eying,0.0001621810097358,5.21
eyes,0.0001621810097358,5.21
eye,0.0001621810097358,5.21
june,0.0001621810097358,5.21
parent,0.0001621810097358,5.21
parents,0.0001621810097358,5.21
periods,0.0001621810097358,5.21
period,0.0001621810097358,5.21
position,0.0001621810097358,5.21
positioning,0.0001621810097358,5.21
positioned,0.0001621810097358,5.21
positions,0.0001621810097358,5.21
recorded,0.0001621810097358,5.21
recording,0.0001621810097358,5.21
records,0.0001621810097358,5.21
record,0.0001621810097358,5.21
similar,0.0001621810097358,5.21
total,0.0001621810097358,5.21
totalling,0.0001621810097358,5.21
totalled,0.0001621810097358,5.21
totaled,0.0001621810097358,5.21
totals,0.0001621810097358,5.21
totaling,0.0001621810097358,5.21
w,0.0001621810097358,5.21
above,0.0001584893192461,5.2
clubbing,0.0001584893192461,5.2
clubs,0.0001584893192461,5.2
clubbed,0.0001584893192461,5.2
club,0.0001584893192461,5.2
commoner,0.0001584893192461,5.2
common,0.0001584893192461,5.2
commonest,0.0001584893192461,5.2
commons,0.0001584893192461,5.2
die,0.0001584893192461,5.2
dies,0.0001584893192461,5.2
dying,0.0001584893192461,5.2
dice,0.0001584893192461,5.2
died,0.0001584893192461,5.2
films,0.0001584893192461,5.2
filming,0.0001584893192461,5.2
filmed,0.0001584893192461,5.2
film,0.0001584893192461,5.2
happening,0.0001584893192461,5.2
happened,0.0001584893192461,5.2
happens,0.0001584893192461,5.2
happen,0.0001584893192461,5.2
lead,0.0001584893192461,5.2
leading,0.0001584893192461,5.2
leads,0.0001584893192461,5.2
led,0.0001584893192461,5.2
likelier,0.0001584893192461,5.2
likely,0.0001584893192461,5.2
likeliest,0.0001584893192461,5.2
military,0.0001584893192461,5.2
militaries,0.0001584893192461,5.2
perfected,0.0001584893192461,5.2
perfecting,0.0001584893192461,5.2
perfect,0.0001584893192461,5.2
perfects,0.0001584893192461,5.2
personal,0.0001584893192461,5.2
personals,0.0001584893192461,5.2
security,0.0001584893192461,5.2
securities,0.0001584893192461,5.2
shares,0.0001584893192461,5.2
share,0.0001584893192461,5.2
sharing,0.0001584893192461,5.2
shared,0.0001584893192461,5.2
st,0.0001584893192461,5.2
tv,0.0001584893192461,5.2
what's,0.0001584893192461,5.2
x,0.0001584893192461,5.2
april,0.0001548816618912,5.19
centered,0.0001548816618912,5.19
center,0.0001548816618912,5.19
centers,0.0001548816618912,5.19
centering,0.0001548816618912,5.19
county,0.0001548816618912,5.19
couples,0.0001548816618912,5.19
coupling,0.0001548816618912,5.19
coupled,0.0001548816618912,5.19
couple,0.0001548816618912,5.19
deader,0.0001548816618912,5.19
dead,0.0001548816618912,5.19
deadest,0.0001548816618912,5.19
english,0.0001548816618912,5.19
industries,0.0001548816618912,5.19
industry,0.0001548816618912,5.19
insides,0.0001548816618912,5.19
inside,0.0001548816618912,5.19
online,0.0001548816618912,5.19
private,0.0001548816618912,5.19
privates,0.0001548816618912,5.19
returns,0.0001548816618912,5.19
return,0.0001548816618912,5.19
returned,0.0001548816618912,5.19
returning,0.0001548816618912,5.19
sensed,0.0001548816618912,5.19
sense,0.0001548816618912,5.19
sensing,0.0001548816618912,5.19
senses,0.0001548816618912,5.19
stars,0.0001548816618912,5.19
starring,0.0001548816618912,5.19
star,0.0001548816618912,5.19
starred,0.0001548816618912,5.19
tests,0.0001548816618912,5.19
testing,0.0001548816618912,5.19
tested,0.0001548816618912,5.19
test,0.0001548816618912,5.19
viewed,0.0001548816618912,5.19
views,0.0001548816618912,5.19
view,0.0001548816618912,5.19
viewing,0.0001548816618912,5.19
"000,000",0.0001513561248436,5.18
breaking,0.0001513561248436,5.18
broke,0.0001513561248436,5.18
breaks,0.0001513561248436,5.18
break,0.0001513561248436,5.18
broken,0.0001513561248436,5.18
british,0.0001513561248436,5.18
event,0.0001513561248436,5.18
events,0.0001513561248436,5.18
l,0.0001513561248436,5.18
middles,0.0001513561248436,5.18
middling,0.0001513561248436,5.18
middled,0.0001513561248436,5.18
middle,0.0001513561248436,5.18
presents,0.0001513561248436,5.18
presenting,0.0001513561248436,5.18
presented,0.0001513561248436,5.18
present,0.0001513561248436,5.18
sorriest,0.0001513561248436,5.18
sorrier,0.0001513561248436,5.18
sorry,0.0001513561248436,5.18
train,0.0001513561248436,5.18
trainings,0.0001513561248436,5.18
trained,0.0001513561248436,5.18
training,0.0001513561248436,5.18
trains,0.0001513561248436,5.18
wishing,0.0001513561248436,5.18
wish,0.0001513561248436,5.18
wishes,0.0001513561248436,5.18
wished,0.0001513561248436,5.18
wouldn't,0.0001513561248436,5.18
answer,0.0001479108388168,5.17
answers,0.0001479108388168,5.17
answered,0.0001479108388168,5.17
answering,0.0001479108388168,5.17
boys,0.0001479108388168,5.17
boy,0.0001479108388168,5.17
designs,0.0001479108388168,5.17
designing,0.0001479108388168,5.17
designed,0.0001479108388168,5.17
design,0.0001479108388168,5.17
finally,0.0001479108388168,5.17
gold,0.0001479108388168,5.17
golds,0.0001479108388168,5.17
guess,0.0001479108388168,5.17
guessed,0.0001479108388168,5.17
guessing,0.0001479108388168,5.17
guesses,0.0001479108388168,5.17
interests,0.0001479108388168,5.17
interest,0.0001479108388168,5.17
interesting,0.0001479108388168,5.17
interested,0.0001479108388168,5.17
july,0.0001479108388168,5.17
kinged,0.0001479108388168,5.17
kinging,0.0001479108388168,5.17
king,0.0001479108388168,5.17
kings,0.0001479108388168,5.17
learning,0.0001479108388168,5.17
learned,0.0001479108388168,5.17
learns,0.0001479108388168,5.17
learn,0.0001479108388168,5.17
learnt,0.0001479108388168,5.17
policy,0.0001479108388168,5.17
policies,0.0001479108388168,5.17
society,0.0001479108388168,5.17
societies,0.0001479108388168,5.17
add,0.0001445439770745,5.16
added,0.0001445439770745,5.16
adds,0.0001445439770745,5.16
adding,0.0001445439770745,5.16
al,0.0001445439770745,5.16
alone,0.0001445439770745,5.16
average,0.0001445439770745,5.16
averages,0.0001445439770745,5.16
averaging,0.0001445439770745,5.16
averaged,0.0001445439770745,5.16
bank,0.0001445439770745,5.16
banks,0.0001445439770745,5.16
banking,0.0001445439770745,5.16
banked,0.0001445439770745,5.16
certain,0.0001445439770745,5.16
churches,0.0001445439770745,5.16
church,0.0001445439770745,5.16
east,0.0001445439770745,5.16
hotting,0.0001445439770745,5.16
hotter,0.0001445439770745,5.16
hot,0.0001445439770745,5.16
hotted,0.0001445439770745,5.16
hots,0.0001445439770745,5.16
hottest,0.0001445439770745,5.16
let's,0.0001445439770745,5.16
medical,0.0001445439770745,5.16
medicals,0.0001445439770745,5.16
movies,0.0001445439770745,5.16
movie,0.0001445439770745,5.16
originals,0.0001445439770745,5.16
original,0.0001445439770745,5.16
parks,0.0001445439770745,5.16
parked,0.0001445439770745,5.16
park,0.0001445439770745,5.16
parking,0.0001445439770745,5.16
performance,0.0001445439770745,5.16
performances,0.0001445439770745,5.16
pressed,0.0001445439770745,5.16
presses,0.0001445439770745,5.16
press,0.0001445439770745,5.16
pressing,0.0001445439770745,5.16
received,0.0001445439770745,5.16
receive,0.0001445439770745,5.16
receiving,0.0001445439770745,5.16
receives,0.0001445439770745,5.16
role,0.0001445439770745,5.16
roles,0.0001445439770745,5.16
sending,0.0001445439770745,5.16
send,0.0001445439770745,5.16
sent,0.0001445439770745,5.16
sends,0.0001445439770745,5.16
themselves,0.0001445439770745,5.16
worth,0.0001445439770745,5.16
billing,0.0001412537544622,5.15
bill,0.0001412537544622,5.15
billed,0.0001412537544622,5.15
bills,0.0001412537544622,5.15
cools,0.0001412537544622,5.15
cool,0.0001412537544622,5.15
cooled,0.0001412537544622,5.15
coolest,0.0001412537544622,5.15
cooling,0.0001412537544622,5.15
cooler,0.0001412537544622,5.15
director,0.0001412537544622,5.15
directors,0.0001412537544622,5.15
exactly,0.0001412537544622,5.15
grinding,0.0001412537544622,5.15
grounds,0.0001412537544622,5.15
grinded,0.0001412537544622,5.15
grounding,0.0001412537544622,5.15
grinds,0.0001412537544622,5.15
grounded,0.0001412537544622,5.15
ground,0.0001412537544622,5.15
grind,0.0001412537544622,5.15
meetings,0.0001412537544622,5.15
n,0.0001412537544622,5.15
provides,0.0001412537544622,5.15
providing,0.0001412537544622,5.15
provided,0.0001412537544622,5.15
provide,0.0001412537544622,5.15
relationships,0.0001412537544622,5.15
relationship,0.0001412537544622,5.15
september,0.0001412537544622,5.15
sound,0.0001412537544622,5.15
sounder,0.0001412537544622,5.15
sounded,0.0001412537544622,5.15
sounding,0.0001412537544622,5.15
sounds,0.0001412537544622,5.15
soundest,0.0001412537544622,5.15
sources,0.0001412537544622,5.15
source,0.0001412537544622,5.15
sourced,0.0001412537544622,5.15
sourcing,0.0001412537544622,5.15
usually,0.0001412537544622,5.15
value,0.0001412537544622,5.15
valuing,0.0001412537544622,5.15
values,0.0001412537544622,5.15
valued,0.0001412537544622,5.15
evidences,0.0001380384264602,5.14
evidence,0.0001380384264602,5.14
evidencing,0.0001380384264602,5.14
evidenced,0.0001380384264602,5.14
officials,0.0001380384264602,5.14
official,0.0001380384264602,5.14
ok,0.0001380384264602,5.14
production,0.0001380384264602,5.14
productions,0.0001380384264602,5.14
rates,0.0001380384264602,5.14
rate,0.0001380384264602,5.14
rated,0.0001380384264602,5.14
rating,0.0001380384264602,5.14
readings,0.0001380384264602,5.14
rounded,0.0001380384264602,5.14
roundest,0.0001380384264602,5.14
rounds,0.0001380384264602,5.14
rounder,0.0001380384264602,5.14
rounding,0.0001380384264602,5.14
round,0.0001380384264602,5.14
saved,0.0001380384264602,5.14
saves,0.0001380384264602,5.14
saving,0.0001380384264602,5.14
save,0.0001380384264602,5.14
stood,0.0001380384264602,5.14
standing,0.0001380384264602,5.14
stand,0.0001380384264602,5.14
stands,0.0001380384264602,5.14
stuffs,0.0001380384264602,5.14
stuffing,0.0001380384264602,5.14
stuff,0.0001380384264602,5.14
stuffed,0.0001380384264602,5.14
tax,0.0001380384264602,5.14
taxed,0.0001380384264602,5.14
taxes,0.0001380384264602,5.14
taxing,0.0001380384264602,5.14
whatever,0.0001380384264602,5.14
amounting,0.0001348962882591,5.13
amounts,0.0001348962882591,5.13
amounted,0.0001348962882591,5.13
amount,0.0001348962882591,5.13
blueing,0.0001348962882591,5.13
blued,0.0001348962882591,5.13
blues,0.0001348962882591,5.13
blueer,0.0001348962882591,5.13
bluing,0.0001348962882591,5.13
blue,0.0001348962882591,5.13
blueest,0.0001348962882591,5.13
david,0.0001348962882591,5.13
drove,0.0001348962882591,5.13
driving,0.0001348962882591,5.13
driven,0.0001348962882591,5.13
drives,0.0001348962882591,5.13
drive,0.0001348962882591,5.13
eating,0.0001348962882591,5.13
eats,0.0001348962882591,5.13
