word,frequency,zipf_frequency
controlled,0.0002511886431509,5.4
controls,0.0002511886431509,5.4
control,0.0002511886431509,5.4
controled,0.0002511886431509,5.4
controlling,0.0002511886431509,5.4
controling,0.0002511886431509,5.4
death,0.0002511886431509,5.4
deaths,0.0002511886431509,5.4
foods,0.0002511886431509,5.4
food,0.0002511886431509,5.4
hours,0.0002511886431509,5.4
hour,0.0002511886431509,5.4
office,0.0002511886431509,5.4
offices,0.0002511886431509,5.4
pays,0.0002511886431509,5.4
payed,0.0002511886431509,5.4
paying,0.0002511886431509,5.4
paid,0.0002511886431509,5.4
pay,0.0002511886431509,5.4
problem,0.0002511886431509,5.4
problems,0.0002511886431509,5.4
south,0.0002511886431509,5.4
truing,0.0002511886431509,5.4
trues,0.0002511886431509,5.4
trueer,0.0002511886431509,5.4
truest,0.0002511886431509,5.4
true,0.0002511886431509,5.4
trued,0.0002511886431509,5.4
we're,0.0002511886431509,5.4
almost,0.0002454708915685,5.39
fuck,0.0002454708915685,5.39
histories,0.0002454708915685,5.39
history,0.0002454708915685,5.39
knowns,0.0002454708915685,5.39
large,0.0002454708915685,5.39
larger,0.0002454708915685,5.39
largest,0.0002454708915685,5.39
loses,0.0002454708915685,5.39
lost,0.0002454708915685,5.39
lose,0.0002454708915685,5.39
losing,0.0002454708915685,5.39
m,0.0002454708915685,5.39
researches,0.0002454708915685,5.39
researching,0.0002454708915685,5.39
researched,0.0002454708915685,5.39
research,0.0002454708915685,5.39
roomed,0.0002454708915685,5.39
room,0.0002454708915685,5.39
rooms,0.0002454708915685,5.39
rooming,0.0002454708915685,5.39
several,0.0002454708915685,5.39
takings,0.0002454708915685,5.39
